_group,_leagueName,_seasonYear,底角三分命中率,有效命中率,赛事名称,赛事ID,赛季,赛季ID,年份,长中距离命中率,中距离命中率,上场时间(分钟),非底角三分命中率,对手底角三分命中率,对手有效命中率,对手有效命中率百分位,对手远中距离命中率,对手中距离命中率,对手中距离命中率百分位排名,对手侧翼三分命中率,对手底角三分比重,对手远中距离比重,对手中距离比重,对手中距离出手占比百分位排名,对手侧翼三分比重,对手篮下比重,对手篮下出手占比百分位排名,对手近距离比重,对手三分比重,对手三分出手占比百分位排名,对手篮下命中率,对手篮下命中率百分位排名,对手近距离命中率,对手三分命中率,对手三分命中率百分位排名,底角三分比重,远中距离比重,中距离比重,侧翼三分比重,篮下比重,篮下近距离比重,三分比重,篮下命中率,上场时间(秒),短中距离命中率,球队有效命中率百分位,球队ID,球队中距离命中率百分位排名,球队名称,球队中距离出手占比百分位排名,球队篮下出手占比百分位排名,球队三分出手占比百分位排名,球队篮下命中率百分位排名,球队三分命中率百分位排名,三分命中率
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.625,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.1,0,0,0.5,,0,0,,0,0,0,0,,0,0.666667,,0,0.333333,,0,,0,1,,0,0,0.5,0,0.25,0,0.25,1,187,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,3,0,0,1,,0,0,,0,0,0,0,,0,1,,0,0,,1,,0,0,,0,0,0.333333,0,0.333333,0,0.333333,0,182,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,1,0,0,0.5,75,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.5,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,1,0,0,1,90,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.6,0,0,0,,0,0,,0,0,0,0.5,,0,0,,0,0.5,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,95,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.1,0,0,0,,0,0,,0,0,0,0,,0,1,,0,0,,0,,0,0,,0,0,0,0,0,0,1,0,67,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.4,0,0,0,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0,,0,0,0,0,1,0,0,0.666667,143,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.642857,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.75,3.7,0,0,0,,0,0,,0,0,0,0.2,,0,0.6,,0,0.2,,0,,0,0,,0,0,0.571429,0,0.285714,0,0.142857,0,219,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.1,0,0,0,,0,0,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.333333,0,0,0,0.666667,0,63,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.2,0,0,0.5,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,1,,0,0,,0,0,1,0,0,0,0,0,70,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.2,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,1,0,0,0,0,0,71,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.4375,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.285714,5.7,0,0,0.6,,0,0.5,,0,0,0,0.6,,0,0.3,,0,0.1,,1,,0,0,,0,0,0.875,0,0,0,0.125,0,341,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.428571,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,4.6,0,0,0.5,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,1,,0,0,,0,0,0.571429,0,0.285714,0,0.142857,1,276,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.571429,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.6,3.7,0,0,1,,0,1,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.714286,0,0.142857,0,0.142857,1,221,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.4,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,24,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.25,4.7,0,0,0.5625,,0,0.5,,0,0,0,0.5,,0,0.125,,0,0.375,,1,,0,0.333333,,0,0,0.666667,0,0.166667,0,0.166667,1,279,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.444444,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,6.3,0,0,0.4,,0,0.6,,0,0,0,0.5,,0,0.2,,0,0.3,,0.5,,0,0,,0,0,0.333333,0,0.333333,0,0.333333,1,377,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.4,0,0,1,,0,1,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,81,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.2,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,1,0,0,0,0,0,14,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.9,0,0,0,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0,,0,0,0.333333,0,0,0,0.666667,0,114,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,16,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1,0,0,1,,0,1,,0,0,0,1,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,61,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,2.1,0,0,1,,0,0,,0,0,0,0,,0,1,,0,0,,1,,0,0,,0,0,1,0,0,0,0,0,125,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.5,0,0,0,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,88,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.166667,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.9,0,0,0,,0,0,,0,0,0,0.333333,,0,0.666667,,0,0,,0,,0,0,,0,0,0.166667,0,0.166667,0,0.666667,0,115,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,2.5,0,0,0.833333,,0,1,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0.5,,0,0,0.333333,0,0.333333,0,0.333333,1,149,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.8,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,105,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,3.3,0,0,0,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,0,,0,0,,0,0,0.428571,0,0.142857,0,0.428571,0,195,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,1.8,0,0,0.25,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,0.5,,0,0,,0,0,0.666667,0,0,0,0.333333,0,105,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.9,0,0,0,,0,0,,0,0,0,0.75,,0,0.25,,0,0,,0,,0,0,,0,0,0.5,0,0.166667,0,0.333333,0,114,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.333333,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,1.4,0,0,0.5,,0,0,,0,0,0,0,,0,1,,0,0,,0.5,,0,0,,0,0,0.666667,0,0,0,0.333333,0,85,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.6,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,34,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1.25,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.2,0,0,0,,0,0,,0,0,0,0.25,,0,0.25,,0,0.5,,0,,0,0,,0,0,0.5,0,0,0,0.5,0,69,0,,1003320449,,北京大学,,,,,,1
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.25,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.333333,2.2,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0.75,0,0,0,0.25,0,130,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.3,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,17,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,0.8,0,0,0,,0,0,,0,0,0,0,,0,0,,0,1,,0,,0,0,,0,0,0,0,0,0,0,0,48,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.666667,CUBAL一级联赛,20005,2024-25,200406,2024,0,0,1.6,0,0,0.25,,0,0,,0,0,0,0.5,,0,0.5,,0,0,,0.5,,0,0,,0,0,0,0,0.666667,0,0.333333,1,93,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.8,0,0,0.5,,0,0,,0,0,0,0.2,,0,0.4,,0,0.4,,0.5,,0,0.5,,0,0,0.5,0,0.5,0,0,1,109,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.625,CUBAL一级联赛,20005,2024-25,200406,2024,0,0.5,2.2,0,0,0.75,,0,0.5,,0,0,0,0.5,,0,0.5,,0,0,,1,,0,0,,0,0,0.5,0,0,0,0.5,0,130,0,,1003320449,,北京大学,,,,,,0.5
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,1,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,1.3,0,0,0.5,,0,0,,0,0,0,0.333333,,0,0,,0,0.666667,,0,,0,0.5,,0,0,1,0,0,0,0,0,78,0,,1003320449,,北京大学,,,,,,0
CUBAL一级联赛 2024,CUBAL一级联赛,2024,0,0.5,CUBAL一级联赛,20005,2024-25,200406,2024,0,1,2,0,0,0.5,,0,0,,0,0,0,0,,0,0.5,,0,0.5,,1,,0,0,,0,0,0.5,0,0,0,0.5,0,117,0,,1003320449,,北京大学,,,,,,0
