_group,_leagueName,上场时间(秒),上场时间(分钟),出场次数,打法类型,得分,每回合得分,打法类型回合数,篮下出手数,篮下命中数,篮下未命中数,中距离出手数,中距离命中数,中距离未命中数,三分出手数,三分命中数,三分未命中数,失误,有效命中率,篮下比重,中距离比重,三分比重,失误占比,造罚球回合数,造罚球占比,球员ID,球员姓名,球员英文名,球衣号,年龄,sex,球队ID,球队名称,位置,身高,体重,位置(中文),赛事ID,赛事名称,赛季ID,赛季,年份,每100回合打法使用次数,每36分钟打法使用次数,每36分钟打法使用次数百分位排名,每100回合打法使用次数百分位排名,球员每回合得分百分位排名,有效命中率百分位排名,球员篮下出手占比百分位排名,球员中距离出手占比百分位排名,球员三分出手占比百分位排名,球员失误占比百分位排名,球员造罚球占比百分位排名
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,P&R-Ball-Handler,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.1194,0.8072,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,Isolation,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0.3333,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.3582,2.4215,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,Post-Up,4,0.4,10,6,2,4,2,0,2,0,0,0,1,0.25,0.75,0.25,0,0.1,1,0.1,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,11.194,8.0717,33.33,33.33,0,0,33.33,33.33,0,66.67,0
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,Spot-Up,0,0,3,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0.3333,0,0,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,3.3582,2.4215,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,Cut,0,0,4,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,0,0.25,1,0.25,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,4.4776,3.2287,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,2676,44.6,3,Put-Backs,2,0.4,5,2,1,1,0,0,0,0,0,0,2,0.5,1,0,0,0.4,1,0.2,32013,王雨桐,Wang Yutong,16,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200069,2022-23,2022,5.597,4.0359,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Transition,9,0.8182,11,5,3,2,3,0,3,0,0,0,1,0.375,0.625,0.375,0,0.0909,2,0.1818,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.8081,1.9459,4.38,4.38,43.32,21.43,55.99,87.33,0,78.57,91.94
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Post-Up,6,1,6,5,3,2,1,0,1,0,0,0,0,0.5,0.8333,0.1667,0,0,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,1.5317,1.0614,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Spot-Up,14,0.7778,18,2,0,2,4,1,3,6,4,2,6,0.583333,0.1667,0.3333,0.5,0.3333,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,4.5951,3.1843,9.31,11.04,69.7,94.59,65.37,77.92,24.68,3.25,0
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Cut,30,1.1538,26,6,4,2,14,7,7,0,0,0,2,0.55,0.3,0.7,0,0.0769,4,0.1538,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,6.6374,4.5995,64.85,67.36,86.61,74.06,15.9,83.26,0,62.76,87.45
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,P&R-Roll-Man,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,0.2553,0.1769,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Put-Backs,14,1.1667,12,8,4,4,3,3,0,0,0,0,1,0.636364,0.7273,0.2727,0,0.0833,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,3.0634,2.1229,42.96,43.7,65.19,80.74,42.96,62.22,0,31.85,0
CUBAL一级联赛,CUBAL一级联赛,12211,203.5,14,Miscellaneous,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.75,2,0.25,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200406,2024-25,2024,2.0423,1.4152,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,Transition,2,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,5.8634,4.1379,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,Off-Screen,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9317,2.069,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,Cut,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9317,2.069,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,P&R-Roll-Man,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9317,2.069,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,Put-Backs,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9317,2.069,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,1041,17.4,3,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,80546,陈怡静,Chen Yijing,21,,,1003320449,北京大学,PF,,,大前锋,20005,CUBAL一级联赛,200267,2023-24,2023,2.9317,2.069,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Transition,106,1.4133,75,40,34,6,3,3,0,24,9,15,5,0.753731,0.597,0.0448,0.3582,0.0667,3,0.04,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,8.5766,6.0797,78.57,79.72,97.93,95.39,52.76,15.9,75.58,87.1,32.26
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,P&R-Ball-Handler,2,0.4,5,0,0,0,1,0,1,2,0,2,1,0,0,0.3333,0.6667,0.2,1,0.2,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.5718,0.4053,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Isolation,3,1.5,2,2,1,1,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.2287,0.1621,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Spot-Up,76,0.7835,97,3,1,2,2,0,2,78,24,54,13,0.445783,0.0361,0.0241,0.9398,0.134,1,0.0103,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,11.0924,7.8631,79.65,81.17,71,78.79,24.46,6.71,94.81,45.24,37.88
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Off-Screen,36,1.2,30,3,1,2,2,1,1,24,10,14,0,0.586207,0.1034,0.069,0.8276,0,1,0.0333,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,3.4306,2.4319,67.65,67.65,86.76,82.35,51.47,19.12,79.41,100,63.24
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Hand-Off,4,1,4,1,1,0,1,0,1,0,0,0,1,0.5,0.5,0.5,0,0.25,1,0.25,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.4574,0.3243,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Cut,6,0.5,12,6,2,4,3,1,2,0,0,0,3,0.333333,0.6667,0.3333,0,0.25,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,1.3723,0.9728,0.84,0.84,12.13,27.62,74.9,24.69,0,6.28,0
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Put-Backs,0,0,3,0,0,0,1,0,1,1,0,1,1,0,0,0.5,0.5,0.3333,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.3431,0.2432,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,26645,444.1,18,Miscellaneous,2,0.3333,6,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0.6667,1,0.1667,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SG,,,得分后卫,20005,CUBAL一级联赛,200406,2024-25,2024,0.6861,0.4864,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Transition,50,1.0417,48,19,15,4,6,2,4,19,4,15,1,0.522727,0.4318,0.1364,0.4318,0.0208,3,0.0625,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,9.3557,6.4671,89.57,91.44,76.2,52.94,38.5,23.8,79.14,95.19,46.52
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,P&R-Ball-Handler,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.5,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.3898,0.2695,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Isolation,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.1949,0.1347,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Post-Up,3,1.5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.3898,0.2695,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Spot-Up,54,0.8571,63,0,0,0,0,0,0,62,18,44,1,0.435484,0,0,1,0.0159,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,12.2793,8.488,89.18,92.07,80.05,75,0,0,100,91.11,0
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Off-Screen,27,1.5882,17,1,0,1,2,1,1,13,8,5,0,0.8125,0.0625,0.125,0.8125,0,1,0.0588,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,3.3135,2.2904,68.75,64.58,100,95.83,43.75,45.83,58.33,100,72.92
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Hand-Off,6,2,3,0,0,0,0,0,0,3,2,1,0,1,0,0,1,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.5847,0.4042,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Cut,7,1.4,5,4,3,1,0,0,0,0,0,0,0,0.75,1,0,0,0,1,0.2,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.9745,0.6737,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Put-Backs,4,1,4,3,1,2,1,1,0,0,0,0,0,0.5,0.75,0.25,0,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.7796,0.5389,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,16033,267.2,15,Miscellaneous,2,0.4,5,1,1,0,0,0,0,2,0,2,2,0.333333,0.3333,0,0.6667,0.4,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200267,2023-24,2023,0.9745,0.6737,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Transition,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.6411,1.1823,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Spot-Up,6,0.5455,11,0,0,0,2,0,2,8,2,6,1,0.3,0,0.2,0.8,0.0909,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,9.0261,6.5025,59.38,59.38,53.13,46.88,0,34.38,68.75,46.88,0
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Off-Screen,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.5,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,1.6411,1.1823,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Hand-Off,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.8206,0.5911,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Cut,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.8206,0.5911,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Put-Backs,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.8206,0.5911,,,,,,,,,
CUBAL一级联赛,CUBAL一级联赛,3656,60.9,3,Miscellaneous,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32012,李若莹,Li Ruoying,31,,,1003320449,北京大学,SF,,,小前锋,20005,CUBAL一级联赛,200069,2022-23,2022,0.8206,0.5911,,,,,,,,,
