_group,_seasonYear,_season,_stageName,得分,进攻篮板,防守篮板,篮板(总),助攻,抢断,盖帽,失误,个人犯规,投篮命中数,投篮出手数,投篮命中率,篮下命中数,篮下出手数,篮下命中率,中距离命中数,中距离出手数,中距离命中率,三分命中数,三分出手数,三分命中率,罚球命中数,罚球出手数,罚球命中率,球员ID,date,主客场,胜负,opponentId,对手,赛事ID,scheduleId,上场时间(分钟),上场时间(秒),_playerName
2024-25,2024,2024-25,全部,4,4,1,5,2,3,1,1,2,1,4,0.25,0,0,0,1,4,0.25,0,0,0,2,2,1,32006,2025-06-04,0,1,2010422544,华中科技大学,20005,200050010970,22,1318,李美潼
2024-25,2024,2024-25,全部,6,3,4,7,0,0,0,0,5,1,2,0.5,0,0,0,1,1,1,0,1,0,4,6,0.6667,32006,2025-06-05,1,1,1003320452,北京师范大学,20005,200050010974,17.3,1036,李美潼
2024-25,2024,2024-25,全部,9,1,2,3,1,2,0,0,3,4,8,0.5,1,4,0.25,2,3,0.6667,1,1,1,0,1,0,32006,2025-06-06,1,1,1003320453,清华大学,20005,200050010977,18.2,1091,李美潼
2023-24,2023,2023-24,全部,6,0,3,3,3,0,0,1,0,3,4,0.75,3,4,0.75,0,0,0,0,0,0,0,0,0,32006,2024-01-22,0,1,2010421733,北京工业大学,20005,200050010420,15.6,936,李美潼
2023-24,2023,2023-24,全部,14,1,3,4,4,3,1,1,0,6,8,0.75,3,3,1,3,5,0.6,0,0,0,2,2,1,32006,2024-01-23,0,1,1003320454,中国人民大学,20005,200050010425,24.9,1494,李美潼
2023-24,2023,2023-24,全部,14,0,4,4,3,3,0,1,1,7,7,1,4,4,1,3,3,1,0,0,0,0,0,0,32006,2024-01-24,0,1,1003320451,北京科技大学,20005,200050010427,19.5,1169,李美潼
2023-24,2023,2023-24,全部,6,0,5,5,0,2,0,2,4,1,5,0.2,0,1,0,1,4,0.25,0,0,0,4,6,0.6667,32006,2024-01-25,0,1,1003320452,北京师范大学,20005,200050010430,24.8,1490,李美潼
2023-24,2023,2023-24,全部,7,3,5,8,1,0,0,1,4,2,5,0.4,0,0,0,2,5,0.4,0,0,0,3,4,0.75,32006,2024-01-26,0,2,1003320453,清华大学,20005,200050010432,26,1559,李美潼
2023-24,2023,2023-24,全部,7,1,1,2,2,2,0,1,1,2,3,0.6667,2,3,0.6667,0,0,0,0,0,0,3,4,0.75,32006,2024-05-04,1,1,2010420380,东北师范大学,20005,200050010573,12.1,728,李美潼
2023-24,2023,2023-24,全部,6,1,3,4,2,0,0,2,1,3,10,0.3,3,8,0.375,0,2,0,0,0,0,0,0,0,32006,2024-05-05,0,1,1003320451,北京科技大学,20005,200050010579,21.9,1316,李美潼
2023-24,2023,2023-24,全部,13,4,3,7,4,4,0,0,0,5,7,0.7143,5,6,0.8333,0,1,0,0,0,0,3,5,0.6,32006,2024-05-07,1,1,1003320819,吉林大学,20005,200050010591,19.5,1168,李美潼
2023-24,2023,2023-24,全部,18,0,8,8,1,0,0,2,2,8,9,0.8889,7,8,0.875,0,0,0,1,1,1,1,3,0.3333,32006,2024-05-08,0,1,1003320539,山东大学,20005,200050010599,22.2,1332,李美潼
2023-24,2023,2023-24,全部,13,3,2,5,2,3,1,1,1,5,10,0.5,4,6,0.6667,1,4,0.25,0,0,0,3,5,0.6,32006,2024-05-09,1,1,1003320545,中国海洋大学,20005,200050010606,20.9,1252,李美潼
2023-24,2023,2023-24,全部,8,2,2,4,3,1,1,2,5,2,7,0.2857,1,5,0.2,1,2,0.5,0,0,0,4,6,0.6667,32006,2024-05-10,0,2,1003320453,清华大学,20005,200050010614,24,1438,李美潼
2023-24,2023,2023-24,全部,2,1,3,4,0,0,0,2,2,1,5,0.2,1,1,1,0,4,0,0,0,0,0,0,0,32006,2024-06-06,1,1,1003320493,西安交通大学,20005,200050010627,21.3,1276,李美潼
2023-24,2023,2023-24,全部,12,0,6,6,0,3,0,2,2,3,9,0.3333,1,1,1,2,7,0.2857,0,1,0,6,7,0.8571,32006,2024-06-07,0,1,1003320780,上海交通大学,20005,200050010634,29.1,1745,李美潼
2023-24,2023,2023-24,全部,12,3,2,5,0,1,0,0,2,4,6,0.6667,4,5,0.8,0,1,0,0,0,0,4,5,0.8,32006,2024-06-08,1,1,1000120194,湖南师范大学,20005,200050010648,18.7,1120,李美潼
2023-24,2023,2023-24,全部,6,2,3,5,1,3,0,2,1,2,6,0.3333,1,3,0.3333,1,3,0.3333,0,0,0,2,2,1,32006,2024-06-09,1,1,1003320653,山西财经大学,20005,200050010654,22.8,1367,李美潼
2023-24,2023,2023-24,全部,4,1,3,4,2,4,0,2,0,2,5,0.4,2,4,0.5,0,1,0,0,0,0,0,0,0,32006,2024-06-11,1,1,1003320780,上海交通大学,20005,200050010667,26.7,1601,李美潼
2023-24,2023,2023-24,全部,5,1,1,2,0,1,0,2,4,2,6,0.3333,2,5,0.4,0,1,0,0,0,0,1,2,0.5,32006,2024-06-29,1,1,1003320442,华中科技大学,20005,200050010669,15.8,946,李美潼
2023-24,2023,2023-24,全部,11,1,3,4,4,1,0,1,4,3,6,0.5,2,4,0.5,1,2,0.5,0,0,0,5,7,0.7143,32006,2024-06-30,1,1,1003320452,北京师范大学,20005,200050010671,32.9,1974,李美潼
2022-23,2022,2022-23,全部,8,5,0,5,1,0,0,2,1,4,6,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-04-26,0,1,,,20005,200050010302,16.2,971,李美潼
2022-23,2022,2022-23,全部,10,3,1,4,0,2,0,1,3,5,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-04-27,1,1,,,20005,200050010311,20.2,1210,李美潼
2022-23,2022,2022-23,全部,10,2,3,5,2,7,0,1,2,5,9,0.5556,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-04-28,0,1,,,20005,200050010315,25.6,1534,李美潼
2022-23,2022,2022-23,全部,9,2,1,3,1,1,0,0,1,4,7,0.5714,0,0,0,0,0,0,1,1,1,0,0,0,32006,2023-04-29,1,1,,,20005,200050010324,14.1,844,李美潼
2022-23,2022,2022-23,全部,16,1,3,4,3,2,0,1,3,6,10,0.6,0,0,0,0,0,0,0,0,0,4,6,0.6667,32006,2023-04-30,0,2,,,20005,200050010330,23.8,1427,李美潼
2022-23,2022,2022-23,全部,4,0,0,0,3,1,0,0,1,2,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-05-01,0,1,,,20005,200050010335,9.7,582,李美潼
2022-23,2022,2022-23,全部,11,5,2,7,3,2,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,11,14,0.7857,32006,2023-05-02,1,1,,,20005,200050010337,35.3,2118,李美潼
2022-23,2022,2022-23,全部,4,1,1,2,2,1,0,4,5,2,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-05-03,0,1,,,20005,200050010343,16.5,987,李美潼
2022-23,2022,2022-23,全部,12,0,3,3,1,4,0,3,4,5,9,0.5556,0,0,0,0,0,0,0,0,0,2,2,1,32006,2023-05-26,0,1,,,20005,200050010352,25.3,1520,李美潼
2022-23,2022,2022-23,全部,3,0,3,3,1,3,0,3,4,1,3,0.3333,0,0,0,0,0,0,0,1,0,1,2,0.5,32006,2023-05-27,1,1,,,20005,200050010367,15.6,936,李美潼
2022-23,2022,2022-23,全部,2,0,5,5,4,3,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,32006,2023-05-28,1,1,,,20005,200050010375,24.6,1478,李美潼
2022-23,2022,2022-23,全部,12,1,1,2,2,2,1,1,1,5,7,0.7143,0,0,0,0,0,0,0,0,0,2,2,1,32006,2023-05-29,1,1,,,20005,200050010382,21.7,1301,李美潼
2022-23,2022,2022-23,全部,6,0,3,3,2,1,0,1,2,1,4,0.25,1,2,0.5,0,2,0,0,0,0,4,4,1,32006,2023-05-31,1,1,1003320780,上海交通大学,20005,200050010395,21.6,1296,李美潼
2022-23,2022,2022-23,全部,14,1,3,4,2,2,0,4,3,4,8,0.5,3,3,1,1,5,0.2,0,0,0,6,7,0.8571,32006,2023-06-10,0,2,1003320442,华中科技大学,20005,200050010396,34.1,2043,李美潼
2022-23,2022,2022-23,全部,8,1,5,6,4,2,0,1,3,3,7,0.4286,2,4,0.5,1,3,0.3333,0,0,0,2,4,0.5,32006,2023-06-11,0,1,1003320435,中国矿业大学,20005,200050010398,26.3,1575,李美潼
2024-25,2024,2024-25,全部,6,1,2,3,1,0,0,0,0,3,3,1,1,1,1,2,2,1,0,0,0,0,0,0,32013,2025-05-30,0,1,1003320433,南京邮电大学,20005,200050010926,4.3,256,王雨桐
2024-25,2024,2024-25,全部,14,2,4,6,1,1,0,0,1,7,8,0.875,5,5,1,2,3,0.6667,0,0,0,0,0,0,32013,2025-05-31,1,1,2010422408,郑州大学,20005,200050010936,9,540,王雨桐
2024-25,2024,2024-25,全部,7,1,2,3,3,1,0,3,2,3,5,0.6,2,4,0.5,1,1,1,0,0,0,1,5,0.2,32013,2024-10-19,0,1,2010421729,北京体育大学,20005,200050010675,11.8,708,王雨桐
2024-25,2024,2024-25,全部,4,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1,32013,2024-10-20,1,1,1003320454,中国人民大学,20005,200050010677,3,178,王雨桐
2024-25,2024,2024-25,全部,16,2,4,6,1,2,0,1,2,4,7,0.5714,3,3,1,1,4,0.25,0,0,0,8,8,1,32013,2024-10-23,0,1,1003320452,北京师范大学,20005,200050010681,33.7,2022,王雨桐
2024-25,2024,2024-25,全部,4,1,4,5,0,0,1,4,0,2,5,0.4,2,3,0.6667,0,2,0,0,0,0,0,0,0,32013,2024-10-30,1,1,1003320451,北京科技大学,20005,200050010690,16.3,976,王雨桐
2024-25,2024,2024-25,全部,15,2,2,4,3,1,1,5,4,6,9,0.6667,1,1,1,5,7,0.7143,0,1,0,3,6,0.5,32013,2024-11-02,0,2,1003320453,清华大学,20005,200050010693,28.9,1733,王雨桐
2024-25,2024,2024-25,全部,4,1,0,1,0,0,0,0,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,32013,2025-03-11,0,1,2010422340,哈尔滨体育学院,20005,200050010783,3.7,219,王雨桐
2024-25,2024,2024-25,全部,10,3,4,7,0,1,0,1,0,5,7,0.7143,5,6,0.8333,0,1,0,0,0,0,0,0,0,32013,2025-03-13,1,1,1003320821,中国民航大学,20005,200050010789,14.8,886,王雨桐
2024-25,2024,2024-25,全部,4,1,3,4,2,0,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,0,0,0,32013,2025-03-14,0,1,1003320658,华北电力大学,20005,200050010796,10.5,630,王雨桐
2024-25,2024,2024-25,全部,10,0,1,1,2,1,0,0,0,4,6,0.6667,4,5,0.8,0,1,0,0,0,0,2,3,0.6667,32013,2025-03-16,1,1,1003320661,天津财经大学,20005,200050010808,16.7,1003,王雨桐
2024-25,2024,2024-25,全部,6,2,0,2,2,0,0,2,1,2,3,0.6667,2,2,1,0,1,0,0,0,0,2,3,0.6667,32013,2025-03-17,0,2,1003320452,北京师范大学,20005,200050010815,22.4,1343,王雨桐
2024-25,2024,2024-25,全部,12,0,2,2,3,0,0,1,1,5,5,1,4,4,1,1,1,1,0,0,0,2,3,0.6667,32013,2025-03-18,1,1,2010422337,山东理工大学,20005,200050010820,19.4,1165,王雨桐
2024-25,2024,2024-25,全部,10,3,1,4,2,2,0,0,1,4,7,0.5714,3,5,0.6,1,2,0.5,0,0,0,2,4,0.5,32013,2025-06-01,1,1,2010422541,广西师范大学,20005,200050010947,20.1,1204,王雨桐
2024-25,2024,2024-25,全部,6,3,1,4,0,0,0,1,0,1,4,0.25,1,4,0.25,0,0,0,0,0,0,4,6,0.6667,32013,2025-06-02,1,1,2010422538,武汉科技大学,20005,200050010958,8.1,488,王雨桐
2024-25,2024,2024-25,全部,14,5,3,8,3,0,1,0,0,7,12,0.5833,6,11,0.5455,1,1,1,0,0,0,0,1,0,32013,2025-06-03,1,1,2010422416,山西财经大学,20005,200050010966,16.6,996,王雨桐
2024-25,2024,2024-25,全部,4,2,3,5,0,1,0,1,1,1,4,0.25,0,0,0,1,4,0.25,0,0,0,2,2,1,32013,2025-06-04,0,1,2010422544,华中科技大学,20005,200050010970,21,1257,王雨桐
2024-25,2024,2024-25,全部,6,2,2,4,0,1,0,1,3,2,8,0.25,2,4,0.5,0,3,0,0,1,0,2,2,1,32013,2025-06-05,1,1,1003320452,北京师范大学,20005,200050010974,27.3,1635,王雨桐
2024-25,2024,2024-25,全部,8,3,3,6,3,1,0,0,1,4,7,0.5714,4,7,0.5714,0,0,0,0,0,0,0,0,0,32013,2025-06-06,1,1,1003320453,清华大学,20005,200050010977,19.2,1149,王雨桐
2023-24,2023,2023-24,全部,12,1,5,6,0,1,0,1,1,6,7,0.8571,4,5,0.8,2,2,1,0,0,0,0,0,0,32013,2024-01-22,0,1,2010421733,北京工业大学,20005,200050010420,18.6,1115,王雨桐
2023-24,2023,2023-24,全部,14,1,6,7,2,1,0,1,1,5,8,0.625,4,5,0.8,0,2,0,1,1,1,3,4,0.75,32013,2024-01-23,0,1,1003320454,中国人民大学,20005,200050010425,20.1,1208,王雨桐
2023-24,2023,2023-24,全部,12,1,2,3,0,2,0,1,1,5,8,0.625,3,5,0.6,2,3,0.6667,0,0,0,2,2,1,32013,2024-01-24,0,1,1003320451,北京科技大学,20005,200050010427,11.5,691,王雨桐
2023-24,2023,2023-24,全部,4,0,2,2,0,1,0,2,3,1,7,0.1429,0,3,0,1,4,0.25,0,0,0,2,2,1,32013,2024-01-25,0,1,1003320452,北京师范大学,20005,200050010430,16.2,972,王雨桐
2023-24,2023,2023-24,全部,7,3,1,4,0,0,0,3,3,2,9,0.2222,2,5,0.4,0,4,0,0,0,0,3,4,0.75,32013,2024-01-26,0,2,1003320453,清华大学,20005,200050010432,22.1,1325,王雨桐
2023-24,2023,2023-24,全部,15,1,7,8,0,1,1,0,1,7,8,0.875,5,5,1,2,3,0.6667,0,0,0,1,1,1,32013,2024-05-04,1,1,2010420380,东北师范大学,20005,200050010573,21.4,1286,王雨桐
2023-24,2023,2023-24,全部,5,2,6,8,1,2,1,4,1,2,8,0.25,2,6,0.3333,0,2,0,0,0,0,1,2,0.5,32013,2024-05-05,0,1,1003320451,北京科技大学,20005,200050010579,13.8,828,王雨桐
2023-24,2023,2023-24,全部,22,5,2,7,0,1,0,2,1,11,15,0.7333,9,11,0.8182,2,3,0.6667,0,1,0,0,0,0,32013,2024-05-07,1,1,1003320819,吉林大学,20005,200050010591,21.6,1293,王雨桐
2023-24,2023,2023-24,全部,12,3,2,5,2,0,0,0,0,5,9,0.5556,4,8,0.5,1,1,1,0,0,0,2,2,1,32013,2024-05-08,0,1,1003320539,山东大学,20005,200050010599,12.9,771,王雨桐
2023-24,2023,2023-24,全部,14,2,6,8,0,0,1,0,0,6,9,0.6667,6,8,0.75,0,1,0,0,0,0,2,3,0.6667,32013,2024-05-09,1,1,1003320545,中国海洋大学,20005,200050010606,21.5,1289,王雨桐
2023-24,2023,2023-24,全部,14,3,2,5,1,1,1,2,1,5,11,0.4545,3,4,0.75,2,7,0.2857,0,0,0,4,4,1,32013,2024-05-10,0,2,1003320453,清华大学,20005,200050010614,24.5,1468,王雨桐
2023-24,2023,2023-24,全部,6,0,5,5,1,0,0,0,0,3,6,0.5,3,4,0.75,0,1,0,0,1,0,0,0,0,32013,2024-06-06,1,1,1003320493,西安交通大学,20005,200050010627,16.9,1013,王雨桐
2023-24,2023,2023-24,全部,6,3,2,5,2,1,0,0,2,2,6,0.3333,0,1,0,2,5,0.4,0,0,0,2,4,0.5,32013,2024-06-07,0,1,1003320780,上海交通大学,20005,200050010634,17.7,1060,王雨桐
2023-24,2023,2023-24,全部,6,2,1,3,1,1,1,0,0,2,5,0.4,2,5,0.4,0,0,0,0,0,0,2,2,1,32013,2024-06-08,1,1,1000120194,湖南师范大学,20005,200050010648,19.3,1158,王雨桐
2023-24,2023,2023-24,全部,13,1,4,5,0,1,0,0,1,4,9,0.4444,4,7,0.5714,0,2,0,0,0,0,5,5,1,32013,2024-06-09,1,1,1003320653,山西财经大学,20005,200050010654,15.3,920,王雨桐
2023-24,2023,2023-24,全部,19,2,2,4,2,1,0,0,0,7,11,0.6364,6,9,0.6667,1,2,0.5,0,0,0,5,6,0.8333,32013,2024-06-11,1,1,1003320780,上海交通大学,20005,200050010667,18.8,1128,王雨桐
2023-24,2023,2023-24,全部,10,7,1,8,2,0,0,3,2,5,12,0.4167,5,9,0.5556,0,2,0,0,1,0,0,1,0,32013,2024-06-29,1,1,1003320442,华中科技大学,20005,200050010669,26,1562,王雨桐
2023-24,2023,2023-24,全部,7,1,0,1,1,0,0,2,2,2,8,0.25,1,3,0.3333,1,3,0.3333,0,2,0,3,5,0.6,32013,2024-06-30,1,1,1003320452,北京师范大学,20005,200050010671,16.1,966,王雨桐
2022-23,2022,2022-23,全部,13,2,0,2,1,0,0,1,1,6,6,1,0,0,0,0,0,0,0,0,0,1,2,0.5,32013,2023-04-26,0,1,,,20005,200050010302,15.4,923,王雨桐
2022-23,2022,2022-23,全部,7,5,3,8,2,0,0,0,0,2,6,0.3333,0,0,0,0,0,0,0,0,0,3,4,0.75,32013,2023-04-27,1,1,,,20005,200050010311,8.7,523,王雨桐
2022-23,2022,2022-23,全部,6,0,1,1,0,0,0,0,0,3,4,0.75,0,0,0,0,0,0,0,0,0,0,0,0,32013,2023-04-28,0,1,,,20005,200050010315,7.2,430,王雨桐
2022-23,2022,2022-23,全部,13,2,2,4,0,0,0,3,1,6,10,0.6,0,0,0,0,0,0,0,0,0,1,1,1,32013,2023-04-29,1,1,,,20005,200050010324,13.6,817,王雨桐
2022-23,2022,2022-23,全部,8,3,2,5,0,0,0,0,1,4,6,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,32013,2023-04-30,0,2,,,20005,200050010330,9.3,560,王雨桐
2022-23,2022,2022-23,全部,13,3,5,8,2,3,0,1,3,5,10,0.5,0,0,0,0,0,0,0,1,0,3,4,0.75,32013,2023-05-01,0,1,,,20005,200050010335,18.6,1117,王雨桐
2022-23,2022,2022-23,全部,4,1,0,1,0,0,0,1,1,1,5,0.2,0,0,0,0,0,0,0,1,0,2,4,0.5,32013,2023-05-02,1,1,,,20005,200050010337,9,538,王雨桐
2022-23,2022,2022-23,全部,3,1,1,2,0,0,0,2,1,1,5,0.2,0,0,0,0,0,0,0,0,0,1,2,0.5,32013,2023-05-03,0,1,,,20005,200050010343,6.8,410,王雨桐
2022-23,2022,2022-23,全部,12,1,5,6,0,0,0,1,1,6,9,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,32013,2023-05-26,0,1,,,20005,200050010352,14.8,886,王雨桐
2022-23,2022,2022-23,全部,11,2,3,5,0,0,0,0,1,4,7,0.5714,0,0,0,0,0,0,0,0,0,3,3,1,32013,2023-05-27,1,1,,,20005,200050010367,12.5,751,王雨桐
2022-23,2022,2022-23,全部,9,1,2,3,0,0,0,1,1,4,5,0.8,0,0,0,0,0,0,0,0,0,1,2,0.5,32013,2023-05-28,1,1,,,20005,200050010375,6.1,368,王雨桐
2022-23,2022,2022-23,全部,10,2,1,3,0,1,0,1,0,3,9,0.3333,0,0,0,0,0,0,0,0,0,4,4,1,32013,2023-05-29,1,1,,,20005,200050010382,15.1,905,王雨桐
2022-23,2022,2022-23,全部,2,2,3,5,3,1,0,2,2,1,7,0.1429,1,3,0.3333,0,4,0,0,0,0,0,0,0,32013,2023-05-31,1,1,1003320780,上海交通大学,20005,200050010395,18.7,1123,王雨桐
2022-23,2022,2022-23,全部,8,1,1,2,0,0,0,1,1,2,4,0.5,1,2,0.5,1,2,0.5,0,0,0,4,4,1,32013,2023-06-10,0,2,1003320442,华中科技大学,20005,200050010396,10.7,639,王雨桐
2022-23,2022,2022-23,全部,9,2,3,5,1,1,0,2,2,2,7,0.2857,2,5,0.4,0,2,0,0,0,0,5,7,0.7143,32013,2023-06-11,0,1,1003320435,中国矿业大学,20005,200050010398,15.2,914,王雨桐
2024-25,2024,2024-25,全部,8,1,2,3,1,1,0,0,1,4,7,0.5714,2,3,0.6667,2,3,0.6667,0,1,0,0,0,0,80546,2025-05-30,0,1,1003320433,南京邮电大学,20005,200050010926,19.9,1195,陈怡静
2024-25,2024,2024-25,全部,8,0,5,5,2,1,0,0,3,4,7,0.5714,3,4,0.75,1,3,0.3333,0,0,0,0,0,0,80546,2025-05-31,1,1,2010422408,郑州大学,20005,200050010936,18.2,1092,陈怡静
2024-25,2024,2024-25,全部,4,0,0,0,0,0,1,0,1,2,3,0.6667,2,2,1,0,1,0,0,0,0,0,0,0,80546,2024-10-19,0,1,2010421729,北京体育大学,20005,200050010675,10.1,608,陈怡静
2024-25,2024,2024-25,全部,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80546,2024-10-30,1,1,1003320451,北京科技大学,20005,200050010690,2.7,163,陈怡静
2024-25,2024,2024-25,全部,7,0,2,2,2,0,0,1,4,3,5,0.6,1,2,0.5,1,2,0.5,1,1,1,0,0,0,80546,2025-03-11,0,1,2010422340,哈尔滨体育学院,20005,200050010783,12.4,741,陈怡静
2024-25,2024,2024-25,全部,6,3,3,6,0,1,0,2,3,2,5,0.4,2,2,1,0,3,0,0,0,0,2,2,1,80546,2025-03-13,1,1,1003320821,中国民航大学,20005,200050010789,18.7,1119,陈怡静
2024-25,2024,2024-25,全部,6,0,3,3,0,0,0,1,2,2,2,1,2,2,1,0,0,0,0,0,0,2,2,1,80546,2025-03-14,0,1,1003320658,华北电力大学,20005,200050010796,13.8,828,陈怡静
2024-25,2024,2024-25,全部,8,1,1,2,3,0,0,1,1,3,5,0.6,2,3,0.6667,1,2,0.5,0,0,0,2,2,1,80546,2025-03-16,1,1,1003320661,天津财经大学,20005,200050010808,17.6,1057,陈怡静
2024-25,2024,2024-25,全部,7,0,1,1,1,1,0,1,2,2,4,0.5,0,2,0,2,2,1,0,0,0,3,4,0.75,80546,2025-03-17,0,2,1003320452,北京师范大学,20005,200050010815,22,1317,陈怡静
2024-25,2024,2024-25,全部,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80546,2025-03-18,1,1,2010422337,山东理工大学,20005,200050010820,10.7,644,陈怡静
2024-25,2024,2024-25,全部,6,3,2,5,2,2,0,4,0,1,2,0.5,0,0,0,0,1,0,1,1,1,3,4,0.75,80546,2025-06-01,1,1,2010422541,广西师范大学,20005,200050010947,14.8,887,陈怡静
2024-25,2024,2024-25,全部,8,5,5,10,4,1,0,1,1,4,9,0.4444,3,7,0.4286,1,2,0.5,0,0,0,0,0,0,80546,2025-06-02,1,1,2010422538,武汉科技大学,20005,200050010958,16.9,1012,陈怡静
2024-25,2024,2024-25,全部,6,2,2,4,2,1,0,0,2,3,6,0.5,1,3,0.3333,2,3,0.6667,0,0,0,0,2,0,80546,2025-06-03,1,1,2010422416,山西财经大学,20005,200050010966,11.5,687,陈怡静
2024-25,2024,2024-25,全部,11,1,2,3,1,1,0,0,1,4,6,0.6667,0,0,0,3,4,0.75,1,2,0.5,2,2,1,80546,2025-06-04,0,1,2010422544,华中科技大学,20005,200050010970,16.3,977,陈怡静
2024-25,2024,2024-25,全部,2,0,2,2,0,1,0,1,1,1,4,0.25,1,1,1,0,3,0,0,0,0,0,0,0,80546,2025-06-05,1,1,1003320452,北京师范大学,20005,200050010974,17.8,1069,陈怡静
2024-25,2024,2024-25,全部,7,1,2,3,0,2,1,3,3,2,4,0.5,0,0,0,1,2,0.5,1,2,0.5,2,2,1,80546,2025-06-06,1,1,1003320453,清华大学,20005,200050010977,18.4,1102,陈怡静
2023-24,2023,2023-24,全部,4,1,0,1,2,1,0,1,0,2,4,0.5,1,1,1,1,3,0.3333,0,0,0,0,0,0,80546,2024-01-22,0,1,2010421733,北京工业大学,20005,200050010420,12.8,768,陈怡静
2023-24,2023,2023-24,全部,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80546,2024-01-25,0,1,1003320452,北京师范大学,20005,200050010430,4,242,陈怡静
2023-24,2023,2023-24,全部,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80546,2024-01-26,0,2,1003320453,清华大学,20005,200050010432,0.5,31,陈怡静
2024-25,2024,2024-25,全部,15,0,3,3,4,0,1,1,1,6,12,0.5,2,2,1,1,2,0.5,3,8,0.375,0,0,0,32012,2025-05-30,0,1,1003320433,南京邮电大学,20005,200050010926,29.8,1789,李若莹
2024-25,2024,2024-25,全部,15,0,4,4,4,2,0,2,2,7,11,0.6364,6,6,1,0,0,0,1,5,0.2,0,0,0,32012,2025-05-31,1,1,2010422408,郑州大学,20005,200050010936,20.6,1238,李若莹
2024-25,2024,2024-25,全部,16,1,1,2,2,3,0,4,2,7,15,0.4667,5,6,0.8333,0,0,0,2,9,0.2222,0,0,0,32012,2024-10-19,0,1,2010421729,北京体育大学,20005,200050010675,22.5,1347,李若莹
2024-25,2024,2024-25,全部,12,2,4,6,9,5,0,2,5,4,13,0.3077,2,3,0.6667,0,1,0,2,9,0.2222,2,2,1,32012,2024-10-20,1,1,1003320454,中国人民大学,20005,200050010677,29.7,1783,李若莹
2024-25,2024,2024-25,全部,21,0,3,3,0,0,0,0,1,6,14,0.4286,2,2,1,1,4,0.25,3,8,0.375,6,6,1,32012,2024-10-23,0,1,1003320452,北京师范大学,20005,200050010681,37.1,2226,李若莹
2024-25,2024,2024-25,全部,12,2,3,5,2,0,2,0,1,5,8,0.625,3,3,1,0,0,0,2,5,0.4,0,0,0,32012,2024-10-27,0,1,2010421733,北京工业大学,20005,200050010688,22,1319,李若莹
2024-25,2024,2024-25,全部,22,1,3,4,3,2,0,4,4,8,17,0.4706,3,5,0.6,1,1,1,4,11,0.3636,2,2,1,32012,2024-10-30,1,1,1003320451,北京科技大学,20005,200050010690,30.3,1818,李若莹
2024-25,2024,2024-25,全部,8,0,0,0,0,1,0,2,4,4,9,0.4444,1,2,0.5,3,3,1,0,4,0,0,0,0,32012,2024-11-02,0,2,1003320453,清华大学,20005,200050010693,27,1619,李若莹
2024-25,2024,2024-25,全部,11,1,0,1,0,3,1,0,2,5,10,0.5,4,4,1,0,0,0,1,6,0.1667,0,0,0,32012,2025-03-11,0,1,2010422340,哈尔滨体育学院,20005,200050010783,10.5,628,李若莹
2024-25,2024,2024-25,全部,15,1,0,1,3,1,0,0,2,6,14,0.4286,3,3,1,0,1,0,3,10,0.3,0,0,0,32012,2025-03-13,1,1,1003320821,中国民航大学,20005,200050010789,18.8,1125,李若莹
2024-25,2024,2024-25,全部,12,0,0,0,3,2,0,1,2,5,10,0.5,3,4,0.75,0,1,0,2,5,0.4,0,0,0,32012,2025-03-14,0,1,1003320658,华北电力大学,20005,200050010796,12.1,728,李若莹
2024-25,2024,2024-25,全部,23,0,2,2,6,3,1,2,1,9,12,0.75,4,5,0.8,0,0,0,5,7,0.7143,0,0,0,32012,2025-03-16,1,1,1003320661,天津财经大学,20005,200050010808,25.9,1553,李若莹
2024-25,2024,2024-25,全部,10,1,2,3,3,2,0,3,2,2,13,0.1538,1,3,0.3333,0,0,0,1,10,0.1,5,5,1,32012,2025-03-17,0,2,1003320452,北京师范大学,20005,200050010815,36.6,2198,李若莹
2024-25,2024,2024-25,全部,10,1,4,5,3,1,1,5,1,4,10,0.4,2,5,0.4,0,0,0,2,5,0.4,0,0,0,32012,2025-03-18,1,1,2010422337,山东理工大学,20005,200050010820,30.5,1828,李若莹
