vid,gameMode,leagueId,leagueName,seasonId,season,eventId,videoCount,totalVideoDuration,stageName,scheduleId,teamId,playerId,number,playerName,teamName,opponentId,对手,result,videoUrl,videoTime,打法类型,scheduleTime,date,时间段,gameClock,gameClockTime,pbpName,pbpType,relatedEventList,shotZone,distance,shotDistance,shotX,shotY,labelKey,labelName,eventTime,quarter,madeMissed,score,ftScore,isHome,fgdMm,rpResult,videoType,_group
,,,,,,,,00:00,,200050010977,1003320449,32013,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.565,0.157,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.265,0.562,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32013,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.564,0.15,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32013,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.551,0.136,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.084,0.359,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.44,0.126,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80550,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.954,0.189,,,,3,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,31999,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.454,0.175,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80548,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.337,0.335,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32006,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.456,0.239,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,31999,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.51,0.244,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80548,,,,,,投篮,,,,,,全场,,,,3PM,,,,,0.303,0.619,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,30097,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.958,0.174,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.279,0.248,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.668,0.609,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.403,0.154,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80546,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.966,0.213,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32005,,,,,,投篮,,,,,,全场,,,,2Pm,,,,,0.358,0.497,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,80548,,,,,,投篮,,,,,,全场,,,,3Pm,,,,,0.249,0.662,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320449,32013,,,,,,投篮,,,,,,全场,,,,2PM,,,,,0.556,0.147,,,,4,,,,,,,,awayShoots
,,,,,,,,00:00,,200050010977,1003320453,32067,,,,,,投篮,,,,,,Q1,,,,2PM,,,,,0.463,0.132,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,88706,,,,,,投篮,,,,,,Q1,,,,3Pm,,,,,0.044,0.129,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,93035,,,,,,投篮,,,,,,Q1,,,,2PM,,,,,0.551,0.119,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32067,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.299,0.12,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,93035,,,,,,投篮,,,,,,Q1,,,,3Pm,,,,,0.795,0.522,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32072,,,,,,投篮,,,,,,Q1,,,,3PM,,,,,0.961,0.251,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32067,,,,,,投篮,,,,,,Q1,,,,2PM,,,,,0.448,0.147,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32071,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.441,0.146,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32072,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.409,0.15,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32072,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.313,0.14,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32067,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.217,0.255,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32067,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.403,0.122,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32071,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.5,0.224,,,,1,,,,,,,,homeShoots
,,,,,,,,00:00,,200050010977,1003320453,32064,,,,,,投篮,,,,,,Q1,,,,2Pm,,,,,0.444,0.14,,,,1,,,,,,,,homeShoots
